,informant,start,end,filename,corpus,text,gender,age
Sib_09-m_179.0_180.74,Sib_09-m,179.0,180.74,./trimmed/Sib_09-m_179.0_180.74.wav,standart,"∙∙ И уже когда на посадку садились,",m,41
Sib_09-m_180.74_181.26,Sib_09-m,180.74,181.26,./trimmed/Sib_09-m_180.74_181.26.wav,standart,"в Улан-Удэ,",m,41
Sib_09-m_181.26_182.79,Sib_09-m,181.26,182.79,./trimmed/Sib_09-m_181.26_182.79.wav,standart,∙∙ ну вот это было конечно красиво:,m,41
Sib_09-m_182.79_183.19,Sib_09-m,182.79,183.19,./trimmed/Sib_09-m_182.79_183.19.wav,standart,"ночью,,,",m,41
Sib_09-m_183.19_185.59,Sib_09-m,183.19,185.59,./trimmed/Sib_09-m_183.19_185.59.wav,standart,"∙∙ и такая полоса ль= ‖ ∙∙∙ ээ красивая,",m,41
Sib_09-m_185.59_186.78,Sib_09-m,185.59,186.78,./trimmed/Sib_09-m_185.59_186.78.wav,standart,∙∙ и-и ==,m,41
Sib_09-m_186.78_189.0,Sib_09-m,186.78,189.0,./trimmed/Sib_09-m_186.78_189.0.wav,standart,"∙∙ ээээ ∙∙∙ ну,",m,41
Sib_09-m_189.0_190.04,Sib_09-m,189.0,190.04,./trimmed/Sib_09-m_189.0_190.04.wav,standart,∙(0.48) то есть как ==,m,41
Sib_09-m_190.04_192.83,Sib_09-m,190.04,192.83,./trimmed/Sib_09-m_190.04_192.83.wav,standart,"ну и-и й-если ээ сам н= ‖ в кабине не летал,",m,41
Sib_09-m_192.83_195.5,Sib_09-m,192.83,195.5,./trimmed/Sib_09-m_192.83_195.5.wav,standart,"∙∙ то-о эээ то что ц= ‖ по телевизору показывают,",m,41
Sib_09-m_195.5_196.61,Sib_09-m,195.5,196.61,./trimmed/Sib_09-m_195.5_196.61.wav,standart,"к= ‖ это-о не передаёт,",m,41
Sib_09-m_196.61_198.25,Sib_09-m,196.61,198.25,./trimmed/Sib_09-m_196.61_198.25.wav,standart,очень ∙∙ впечатление было интересное.,m,41
Sib_10-m_0.0_2.23,Sib_10-m,0.0,2.23,./trimmed/Sib_10-m_0.0_2.23.wav,standart,"∙∙∙ {ЧМОКАНЬЕ} ∙∙∙ Это история,",m,44
Sib_10-m_2.23_7.09,Sib_10-m,2.23,7.09,./trimmed/Sib_10-m_2.23_7.09.wav,standart,∙∙∙ ’’ ээ когда-а ∙∙∙∙ женился мой ∙∙ лучший друг.,m,44
Sib_10-m_7.09_9.37,Sib_10-m,7.09,9.37,./trimmed/Sib_10-m_7.09_9.37.wav,standart,"Я-а был тогда свидетелем у него на свадьбе,",m,44
Sib_10-m_9.37_17.9,Sib_10-m,9.37,17.9,./trimmed/Sib_10-m_9.37_17.9.wav,standart,"∙∙ и-и мы-ы готовилис-сь ∙∙∙∙ на следующий день ∙∙ с утра-а ∙∙ ээ в-выкупа́ть ∙∙ ээ его-о ∙∙∙ будущую жену,",m,44
Sib_10-m_17.9_18.44,Sib_10-m,17.9,18.44,./trimmed/Sib_10-m_17.9_18.44.wav,standart,"невесту,",m,44
Sib_10-m_18.44_20.8,Sib_10-m,18.44,20.8,./trimmed/Sib_10-m_18.44_20.8.wav,standart,∙∙∙∙ и-и предварительно —,m,44
Sib_10-m_20.8_26.12,Sib_10-m,20.8,26.12,./trimmed/Sib_10-m_20.8_26.12.wav,standart,"для того чтобы ∙∙∙∙ мм ээ обойти все ∙∙ ээ ∙∙ препятствия,",m,44
Sib_10-m_26.12_28.32,Sib_10-m,26.12,28.32,./trimmed/Sib_10-m_26.12_28.32.wav,standart,— ∙∙∙ мы проверили чердак.,m,44
Sib_10-m_28.32_31.62,Sib_10-m,28.32,31.62,./trimmed/Sib_10-m_28.32_31.62.wav,standart,"∙∙∙∙ ээ Ещё с ‖ с ‖ со своим одним товарищем,",m,44
Sib_10-m_31.62_38.47,Sib_10-m,31.62,38.47,./trimmed/Sib_10-m_31.62_38.47.wav,standart,"∙∙∙ эээ ∙∙∙∙ и-и ∙∙ эээ открыли ∙∙ эээ ’’ два входа-а,",m,44
Sib_10-m_38.47_40.18,Sib_10-m,38.47,40.18,./trimmed/Sib_10-m_38.47_40.18.wav,standart,"’’ ǝна-а’ ээ чердаке,",m,44
Sib_10-m_40.18_44.18,Sib_10-m,40.18,44.18,./trimmed/Sib_10-m_40.18_44.18.wav,standart,"∙∙∙ ээ мм ээ ’’ чтобы можно было зайти ээ в один подъезд,",m,44
Sib_10-m_44.18_45.9,Sib_10-m,44.18,45.9,./trimmed/Sib_10-m_44.18_45.9.wav,standart,"и соответственно ∙∙ по крыше перейти,",m,44
Sib_10-m_45.9_46.94,Sib_10-m,45.9,46.94,./trimmed/Sib_10-m_45.9_46.94.wav,standart,и-и выйти в другой подъе= ~,m,44
Sib_10-m_46.94_48.7,Sib_10-m,46.94,48.7,./trimmed/Sib_10-m_46.94_48.7.wav,standart,"Причём там было-о очень хорошо то,",m,44
Sib_10-m_48.7_53.38,Sib_10-m,48.7,53.38,./trimmed/Sib_10-m_48.7_53.38.wav,standart,"что ∙∙∙ эээ один подъезд ээ выходил на-а две стороны дома,",m,44
Sib_10-m_53.38_57.12,Sib_10-m,53.38,57.12,./trimmed/Sib_10-m_53.38_57.12.wav,standart,∙∙∙ а-а другой подъезд был только-о внутренний.,m,44
Sib_10-m_57.12_59.32,Sib_10-m,57.12,59.32,./trimmed/Sib_10-m_57.12_59.32.wav,standart,∙∙ мм ’’ ∙∙ Внутри двора.,m,44
Sib_10-m_59.32_61.37,Sib_10-m,59.32,61.37,./trimmed/Sib_10-m_59.32_61.37.wav,standart,И собственно говоря ∙∙ если-и идти —,m,44
Sib_10-m_61.37_62.31,Sib_10-m,61.37,62.31,./trimmed/Sib_10-m_61.37_62.31.wav,standart,"∙∙ ’’ <НРЗБ2>,",m,44
Sib_10-m_62.31_63.41,Sib_10-m,62.31,63.41,./trimmed/Sib_10-m_62.31_63.41.wav,standart,"— ∙∙∙ официально,",m,44
Sib_10-m_63.41_66.08,Sib_10-m,63.41,66.08,./trimmed/Sib_10-m_63.41_66.08.wav,standart,"то надо было как раз через этот ээ внутренний <двор> пройти,",m,44
Sib_10-m_66.08_67.01,Sib_10-m,66.08,67.01,./trimmed/Sib_10-m_66.08_67.01.wav,standart,и через этот подъезд.,m,44
Sib_10-m_67.01_68.88,Sib_10-m,67.01,68.88,./trimmed/Sib_10-m_67.01_68.88.wav,standart,"∙∙ {ШМЫГАНЬЕ} ∙∙∙ {ЦОКАНЬЕ} ээ Так вот,",m,44
Sib_10-m_68.88_70.85,Sib_10-m,68.88,70.85,./trimmed/Sib_10-m_68.88_70.85.wav,standart,"когда мы ∙∙ всё это дело проверили,",m,44
Sib_10-m_70.85_75.21,Sib_10-m,70.85,75.21,./trimmed/Sib_10-m_70.85_75.21.wav,standart,"∙∙∙ ээ ночью-у ∙∙ ǝподготовили ∙∙ мм ээ ’’ всё открыли,",m,44
Sib_10-m_75.21_78.07,Sib_10-m,75.21,78.07,./trimmed/Sib_10-m_75.21_78.07.wav,standart,∙∙∙ но на всякий случай взяли ∙∙ с собой ==,m,44
Sib_10-m_78.07_79.59,Sib_10-m,78.07,79.59,./trimmed/Sib_10-m_78.07_79.59.wav,standart,"∙∙∙ ээ а!,",m,44
Sib_10-m_79.59_79.9,Sib_10-m,79.59,79.9,./trimmed/Sib_10-m_79.59_79.9.wav,standart,"нет,",m,44
Sib_10-m_79.9_82.28,Sib_10-m,79.9,82.28,./trimmed/Sib_10-m_79.9_82.28.wav,standart,"эээ всё мы п= ‖ ээ открыли-приготовили,",m,44
Sib_10-m_82.28_83.7,Sib_10-m,82.28,83.7,./trimmed/Sib_10-m_82.28_83.7.wav,standart,∙∙ и-и полезли —,m,44
Sib_10-m_83.7_85.8,Sib_10-m,83.7,85.8,./trimmed/Sib_10-m_83.7_85.8.wav,standart,"∙∙ эээ уже на следующее утро,",m,44
Sib_10-m_85.8_88.34,Sib_10-m,85.8,88.34,./trimmed/Sib_10-m_85.8_88.34.wav,standart,"∙∙ эээ в костюмах в парадных,",m,44
Sib_10-m_88.34_89.3,Sib_10-m,88.34,89.3,./trimmed/Sib_10-m_88.34_89.3.wav,standart,"ээ с цветами,",m,44
Sib_10-m_89.3_91.26,Sib_10-m,89.3,91.26,./trimmed/Sib_10-m_89.3_91.26.wav,standart,— ∙∙∙ ээ в соседний подъезд.,m,44
Sib_10-m_91.26_91.71,Sib_10-m,91.26,91.71,./trimmed/Sib_10-m_91.26_91.71.wav,standart,"ээ Зашли,",m,44
Sib_10-m_91.71_97.05,Sib_10-m,91.71,97.05,./trimmed/Sib_10-m_91.71_97.05.wav,standart,"поднялис-сь ээ на-а ‖ ∙∙∙ ээ ∙∙ ээ ’’ на верхний этаж-ж,",m,44
Sib_10-m_97.05_98.02,Sib_10-m,97.05,98.02,./trimmed/Sib_10-m_97.05_98.02.wav,standart,"∙∙ и-и смотрим,",m,44
Sib_10-m_98.02_103.02,Sib_10-m,98.02,103.02,./trimmed/Sib_10-m_98.02_103.02.wav,standart,что-о ночью ∙∙∙ и-или утром ∙∙ мм ээ ’’ вход-д на крышу закрыли.,m,44
Sib_10-m_103.02_104.72,Sib_10-m,103.02,104.72,./trimmed/Sib_10-m_103.02_104.72.wav,standart,∙∙ И повесили большой замок.,m,44
Sib_10-m_104.72_112.92,Sib_10-m,104.72,112.92,./trimmed/Sib_10-m_104.72_112.92.wav,standart,"∙∙∙ В итоге пришлось ээ срочно ∙∙∙ эээ ’’ ээ взять ‖ ээ сбегать взять ещё-о ∙∙∙ эээ выдергу,",m,44
Sib_10-m_112.92_117.06,Sib_10-m,112.92,117.06,./trimmed/Sib_10-m_112.92_117.06.wav,standart,∙∙ и уже при помощи этой выдерги ∙∙ ээ ’’ вскрыть ’’ крышу.,m,44
Sib_10-m_117.06_121.34,Sib_10-m,117.06,121.34,./trimmed/Sib_10-m_117.06_121.34.wav,standart,"{ОТКАШЛИВАНИЕ} ∙∙∙ И-и было достаточно интересно посмотреть конечно на публику,",m,44
Sib_10-m_121.34_123.43,Sib_10-m,121.34,123.43,./trimmed/Sib_10-m_121.34_123.43.wav,standart,"<которая | которую ∙∙ стояла на-а остановке,",m,44
Sib_10-m_123.43_124.02,Sib_10-m,123.43,124.02,./trimmed/Sib_10-m_123.43_124.02.wav,standart,∙∙ на-а ==,m,44
Sib_10-m_124.02_124.93,Sib_10-m,124.02,124.93,./trimmed/Sib_10-m_124.02_124.93.wav,standart,∙∙ (Какая там?),m,44
Sib_10-m_124.93_127.19,Sib_10-m,124.93,127.19,./trimmed/Sib_10-m_124.93_127.19.wav,standart,"∙∙ ээ ∙∙ и-и ээ смотрела,",m,44
Sib_10-m_127.19_136.97,Sib_10-m,127.19,136.97,./trimmed/Sib_10-m_127.19_136.97.wav,standart,’’ как ээ по крыше’ ээ три ∙∙ человека в костюмах с цветами ∙∙∙ ээ ∙∙ перебираются-а и-из-зǝ ‖ ээ {СМЕХ0.92} с ‖ {СМЕХ0.31} с одного места в другое.,m,44
Sib_10-m_136.97_141.55,Sib_10-m,136.97,141.55,./trimmed/Sib_10-m_136.97_141.55.wav,standart,"∙∙∙ Ну и в итоге ∙∙ эээ ’’ мы-ы благополучно ∙∙ перебра́лись,",m,44
Sib_10-m_141.55_143.75,Sib_10-m,141.55,143.75,./trimmed/Sib_10-m_141.55_143.75.wav,standart,и-и пока-а ∙∙ отвлекающий манёвр ==,m,44
Sib_10-m_143.75_146.18,Sib_10-m,143.75,146.18,./trimmed/Sib_10-m_143.75_146.18.wav,standart,"*(Там ’’ эээ был у нас ээ Серёга С*****ин,",m,44
Sib_10-m_146.18_147.76,Sib_10-m,146.18,147.76,./trimmed/Sib_10-m_146.18_147.76.wav,standart,"’’ ээ ’’ он пока-а отвлекал,",m,44
Sib_10-m_147.76_147.96,Sib_10-m,147.76,147.96,./trimmed/Sib_10-m_147.76_147.96.wav,standart,<говорил | говорит>,m,44
Sib_10-m_147.96_148.31,Sib_10-m,147.96,148.31,./trimmed/Sib_10-m_147.96_148.31.wav,standart,"что «Вот,",m,44
Sib_10-m_148.31_149.68,Sib_10-m,148.31,149.68,./trimmed/Sib_10-m_148.31_149.68.wav,standart,"сейчас должны подъехать-подъехать.»,",m,44
Sib_10-m_149.68_153.97,Sib_10-m,149.68,153.97,./trimmed/Sib_10-m_149.68_153.97.wav,standart,"∙∙∙ эээ ∙∙ и-и в итоге мы-ы ээ ’’’ ∙∙ перешли,",m,44
Sib_10-m_153.97_156.11,Sib_10-m,153.97,156.11,./trimmed/Sib_10-m_153.97_156.11.wav,standart,"∙∙∙ и-и ээ зашли с тылу,",m,44
Sib_10-m_156.11_159.53,Sib_10-m,156.11,159.53,./trimmed/Sib_10-m_156.11_159.53.wav,standart,и как раз-з {СМЕХ0.64} взяли {СМЕХ0.10} выкрали {СМЕХ0.43} Татьяну!,m,44
Sib_10-m_159.53_161.79,Sib_10-m,159.53,161.79,./trimmed/Sib_10-m_159.53_161.79.wav,standart,∙∙∙ Вот такая история была.,m,44
Sib_11-m_0.0_1.44,Sib_11-m,0.0,1.44,./trimmed/Sib_11-m_0.0_1.44.wav,standart,"Просто вот так получилось в жизни,",m,45
Sib_11-m_1.44_2.27,Sib_11-m,1.44,2.27,./trimmed/Sib_11-m_1.44_2.27.wav,standart,".. ну во-от,",m,45
Sib_11-m_2.27_3.75,Sib_11-m,2.27,3.75,./trimmed/Sib_11-m_2.27_3.75.wav,standart,".. что вот так вот получается,",m,45
Sib_11-m_3.75_5.29,Sib_11-m,3.75,5.29,./trimmed/Sib_11-m_3.75_5.29.wav,standart,".... əвот,",m,45
Sib_11-m_5.29_8.33,Sib_11-m,5.29,8.33,./trimmed/Sib_11-m_5.29_8.33.wav,standart,... несколько-о ... организаций —,m,45
Sib_11-m_8.33_10.68,Sib_11-m,8.33,10.68,./trimmed/Sib_11-m_8.33_10.68.wav,standart,"мм .... да¿,",m,45
Sib_11-m_10.68_12.47,Sib_11-m,10.68,12.47,./trimmed/Sib_11-m_10.68_12.47.wav,standart,— между собой то есть получается друзья.,m,45
Sib_11-m_12.47_15.67,Sib_11-m,12.47,15.67,./trimmed/Sib_11-m_12.47_15.67.wav,standart,".... Руководители организаций,",m,45
Sib_11-m_15.67_16.05,Sib_11-m,15.67,16.05,./trimmed/Sib_11-m_15.67_16.05.wav,standart,"да там¿,",m,45
Sib_11-m_16.05_16.45,Sib_11-m,16.05,16.45,./trimmed/Sib_11-m_16.05_16.45.wav,standart,строи= ==,m,45
Sib_11-m_16.45_17.47,Sib_11-m,16.45,17.47,./trimmed/Sib_11-m_16.45_17.47.wav,standart,"две строительные,",m,45
Sib_11-m_17.47_20.12,Sib_11-m,17.47,20.12,./trimmed/Sib_11-m_17.47_20.12.wav,standart,"одна-а эээ .. ээ деревообрабатывающая,",m,45
Sib_11-m_20.12_20.41,Sib_11-m,20.12,20.41,./trimmed/Sib_11-m_20.12_20.41.wav,standart,так.,m,45
Sib_11-m_20.41_21.74,Sib_11-m,20.41,21.74,./trimmed/Sib_11-m_20.41_21.74.wav,standart,"... Так получается,",m,45
Sib_11-m_21.74_24.14,Sib_11-m,21.74,24.14,./trimmed/Sib_11-m_21.74_24.14.wav,standart,что-о вот ээ ... на праздники —,m,45
Sib_11-m_24.14_24.69,Sib_11-m,24.14,24.69,./trimmed/Sib_11-m_24.14_24.69.wav,standart,".. да-а¿,",m,45
Sib_11-m_24.69_25.54,Sib_11-m,24.69,25.54,./trimmed/Sib_11-m_24.69_25.54.wav,standart,".. ну раз в год,",m,45
Sib_11-m_25.54_26.33,Sib_11-m,25.54,26.33,./trimmed/Sib_11-m_25.54_26.33.wav,standart,".. в день строителя,",m,45
Sib_11-m_26.33_27.57,Sib_11-m,26.33,27.57,./trimmed/Sib_11-m_26.33_27.57.wav,standart,"— обязательно все уезжают,",m,45
Sib_11-m_27.57_29.06,Sib_11-m,27.57,29.06,./trimmed/Sib_11-m_27.57_29.06.wav,standart,... отдыхать.,m,45
Sib_11-m_29.06_32.07,Sib_11-m,29.06,32.07,./trimmed/Sib_11-m_29.06_32.07.wav,standart,".... С семьями,,,",m,45
Sib_11-m_32.07_32.87,Sib_11-m,32.07,32.87,./trimmed/Sib_11-m_32.07_32.87.wav,standart,с детьми...,m,45
Sib_11-m_32.87_39.29,Sib_11-m,32.87,39.29,./trimmed/Sib_11-m_32.87_39.29.wav,standart,.... Получается где-то ну-у ч= ‖ сорок с лишним человек.,m,45
Sib_11-m_39.29_42.13,Sib_11-m,39.29,42.13,./trimmed/Sib_11-m_39.29_42.13.wav,standart,".... Получается так,",m,45
Sib_11-m_42.13_46.13,Sib_11-m,42.13,46.13,./trimmed/Sib_11-m_42.13_46.13.wav,standart,что .... все разделяются по группам и интересам.,m,45
Sib_11-m_46.13_46.28,Sib_11-m,46.13,46.28,./trimmed/Sib_11-m_46.13_46.28.wav,standart,"Да!,",m,45
Sib_11-m_46.28_48.89,Sib_11-m,46.28,48.89,./trimmed/Sib_11-m_46.28_48.89.wav,standart,и с другой стороны все друг <НРЗБ1> с другом общаются.,m,45
Sib_11-m_48.89_52.39,Sib_11-m,48.89,52.39,./trimmed/Sib_11-m_48.89_52.39.wav,standart,".... мм .. Редкость такое,",m,45
Sib_11-m_52.39_56.19,Sib_11-m,52.39,56.19,./trimmed/Sib_11-m_52.39_56.19.wav,standart,"что вот допустим вот ээ .... люди,,,",m,45
Sib_11-m_56.19_59.57,Sib_11-m,56.19,59.57,./trimmed/Sib_11-m_56.19_59.57.wav,standart,".... что-то .. нашли общее,",m,45
Sib_11-m_59.57_59.93,Sib_11-m,59.57,59.93,./trimmed/Sib_11-m_59.57_59.93.wav,standart,"да-а¿,",m,45
Sib_11-m_59.93_61.94,Sib_11-m,59.93,61.94,./trimmed/Sib_11-m_59.93_61.94.wav,standart,".. какие-то .. интересы,",m,45
Sib_11-m_61.94_63.69,Sib_11-m,61.94,63.69,./trimmed/Sib_11-m_61.94_63.69.wav,standart,.... (Что?),m,45
Sib_11-m_63.69_70.36,Sib_11-m,63.69,70.36,./trimmed/Sib_11-m_63.69_70.36.wav,standart,".... нашли интересы,",m,45
Sib_11-m_70.36_73.6,Sib_11-m,70.36,73.6,./trimmed/Sib_11-m_70.36_73.6.wav,standart,.... интересны друг другу...,m,45
Sib_11-m_73.6_75.04,Sib_11-m,73.6,75.04,./trimmed/Sib_11-m_73.6_75.04.wav,standart,... Во-от.,m,45
Sib_11-m_75.04_76.5,Sib_11-m,75.04,76.5,./trimmed/Sib_11-m_75.04_76.5.wav,standart,".. Где-то было бы-ы год,",m,45
Sib_11-m_76.5_77.04,Sib_11-m,76.5,77.04,./trimmed/Sib_11-m_76.5_77.04.wav,standart,".. два-а!,",m,45
Sib_11-m_77.04_80.34,Sib_11-m,77.04,80.34,./trimmed/Sib_11-m_77.04_80.34.wav,standart,"а то-о на протяжении уже по-моему ’’ ну лет .. шести,,,",m,45
Sib_11-m_80.34_84.45,Sib_11-m,80.34,84.45,./trimmed/Sib_11-m_80.34_84.45.wav,standart,".... у кого-то даже и-и срок и-и больше,,,",m,45
Sib_11-m_84.45_85.32,Sib_11-m,84.45,85.32,./trimmed/Sib_11-m_84.45_85.32.wav,standart,.. получается.,m,45
Sib_11-m_85.32_87.48,Sib_11-m,85.32,87.48,./trimmed/Sib_11-m_85.32_87.48.wav,standart,"... То есть .. друзья друзей,",m,45
Sib_11-m_87.48_88.48,Sib_11-m,87.48,88.48,./trimmed/Sib_11-m_87.48_88.48.wav,standart,".. получается-а,",m,45
Sib_11-m_88.48_90.12,Sib_11-m,88.48,90.12,./trimmed/Sib_11-m_88.48_90.12.wav,standart,"ээ собираются-а <люди>вместе,",m,45
Sib_11-m_90.12_91.39,Sib_11-m,90.12,91.39,./trimmed/Sib_11-m_90.12_91.39.wav,standart,"и-и общаются,,,",m,45
Sib_11-m_91.39_97.62,Sib_11-m,91.39,97.62,./trimmed/Sib_11-m_91.39_97.62.wav,standart,"и в общем-то-о ... не только-о .... на природе там,",m,45
Sib_11-m_97.62_98.11,Sib_11-m,97.62,98.11,./trimmed/Sib_11-m_97.62_98.11.wav,standart,".. пьют,,,",m,45
Sib_11-m_98.11_98.97,Sib_11-m,98.11,98.97,./trimmed/Sib_11-m_98.11_98.97.wav,standart,".. едят,,,",m,45
Sib_11-m_98.97_102.55,Sib_11-m,98.97,102.55,./trimmed/Sib_11-m_98.97_102.55.wav,standart,"... а именно-о занимаются какими-то .. спортом,,,",m,45
Sib_11-m_102.55_104.51,Sib_11-m,102.55,104.51,./trimmed/Sib_11-m_102.55_104.51.wav,standart,"... катание на лыжах,,,",m,45
Sib_11-m_104.51_105.42,Sib_11-m,104.51,105.42,./trimmed/Sib_11-m_104.51_105.42.wav,standart,".. на банане,,,",m,45
Sib_11-m_105.42_106.28,Sib_11-m,105.42,106.28,./trimmed/Sib_11-m_105.42_106.28.wav,standart,.. всё остальное.,m,45
Sib_11-m_106.28_107.91,Sib_11-m,106.28,107.91,./trimmed/Sib_11-m_106.28_107.91.wav,standart,"... Это ещё вместе с детьми,",m,45
Sib_11-m_107.91_108.7,Sib_11-m,107.91,108.7,./trimmed/Sib_11-m_107.91_108.7.wav,standart,это ж вообще здо́рово!,m,45
Sib_11-m_108.7_113.82,Sib_11-m,108.7,113.82,./trimmed/Sib_11-m_108.7_113.82.wav,standart,".... Хочу приучить детей,",m,45
Sib_11-m_113.82_115.89,Sib_11-m,113.82,115.89,./trimmed/Sib_11-m_113.82_115.89.wav,standart,но-о .. некоторые дети просто не ездят!,m,45
Sib_11-m_115.89_118.01,Sib_11-m,115.89,118.01,./trimmed/Sib_11-m_115.89_118.01.wav,standart,"... Сначала Маша ездила,,,",m,45
Sib_11-m_118.01_119.87,Sib_11-m,118.01,119.87,./trimmed/Sib_11-m_118.01_119.87.wav,standart,".. Ксюше не интересно было,",m,45
Sib_11-m_119.87_122.12,Sib_11-m,119.87,122.12,./trimmed/Sib_11-m_119.87_122.12.wav,standart,"... а потом наоборот стало,,,",m,45
Sib_11-m_122.12_125.36,Sib_11-m,122.12,125.36,./trimmed/Sib_11-m_122.12_125.36.wav,standart,.... и Маша не ездит.,m,45
Sib_11-m_125.36_126.29,Sib_11-m,125.36,126.29,./trimmed/Sib_11-m_125.36_126.29.wav,standart,Ксюша ездит.,m,45
Sib_11-m_126.29_133.95,Sib_11-m,126.29,133.95,./trimmed/Sib_11-m_126.29_133.95.wav,standart,".... Всё наверно,",m,45
Sib_11-m_133.95_134.2,Sib_11-m,133.95,134.2,./trimmed/Sib_11-m_133.95_134.2.wav,standart,да?,m,45
Sib_12-f_0.0_1.92,Sib_12-f,0.0,1.92,./trimmed/Sib_12-f_0.0_1.92.wav,standart,"Я так орать ∙∙ тут не буду громко,",f,55
Sib_12-f_1.92_3.19,Sib_12-f,1.92,3.19,./trimmed/Sib_12-f_1.92_3.19.wav,standart,"потому как все работают,",f,55
Sib_12-f_3.19_4.87,Sib_12-f,3.19,4.87,./trimmed/Sib_12-f_3.19_4.87.wav,standart,∙∙ о чём мне тебе рассказать?,f,55
Sib_12-f_4.87_6.33,Sib_12-f,4.87,6.33,./trimmed/Sib_12-f_4.87_6.33.wav,standart,∙∙ Даже и не зна-аю.,f,55
Sib_12-f_6.33_7.87,Sib_12-f,6.33,7.87,./trimmed/Sib_12-f_6.33_7.87.wav,standart,"∙∙ Ну давай я тебе расскажу,",f,55
Sib_12-f_7.87_9.21,Sib_12-f,7.87,9.21,./trimmed/Sib_12-f_7.87_9.21.wav,standart,как мы жили в <детстве | деревне>.,f,55
Sib_12-f_9.21_13.19,Sib_12-f,9.21,13.19,./trimmed/Sib_12-f_9.21_13.19.wav,standart,"∙∙∙ Мы маленькие были с сестрой,",f,55
Sib_12-f_13.19_15.95,Sib_12-f,13.19,15.95,./trimmed/Sib_12-f_13.19_15.95.wav,standart,"∙∙∙ мы ∙∙ собирали фантики,",f,55
Sib_12-f_15.95_18.11,Sib_12-f,15.95,18.11,./trimmed/Sib_12-f_15.95_18.11.wav,standart,"∙∙∙ собирали фантики,",f,55
Sib_12-f_18.11_20.78,Sib_12-f,18.11,20.78,./trimmed/Sib_12-f_18.11_20.78.wav,standart,"∙∙∙ и когда я рассказываю об этом случае,",f,55
Sib_12-f_20.78_21.43,Sib_12-f,20.78,21.43,./trimmed/Sib_12-f_20.78_21.43.wav,standart,я говорю:,f,55
Sib_12-f_21.43_23.34,Sib_12-f,21.43,23.34,./trimmed/Sib_12-f_21.43_23.34.wav,standart,"∙∙ «Как я ездила в Москву,",f,55
Sib_12-f_23.34_24.32,Sib_12-f,23.34,24.32,./trimmed/Sib_12-f_23.34_24.32.wav,standart,"∙∙ первый раз в жизни,",f,55
Sib_12-f_24.32_25.46,Sib_12-f,24.32,25.46,./trimmed/Sib_12-f_24.32_25.46.wav,standart,но не видела Москвы.».,f,55
Sib_12-f_25.46_28.11,Sib_12-f,25.46,28.11,./trimmed/Sib_12-f_25.46_28.11.wav,standart,"∙∙∙ Мать с отцом взяли нас в Москву,",f,55
Sib_12-f_28.11_29.12,Sib_12-f,28.11,29.12,./trimmed/Sib_12-f_28.11_29.12.wav,standart,"всех троих детей,",f,55
Sib_12-f_29.12_31.6,Sib_12-f,29.12,31.6,./trimmed/Sib_12-f_29.12_31.6.wav,standart,"причём ∙∙ ээ мамаǝ ∙∙ не хотела,",f,55
Sib_12-f_31.6_32.549,Sib_12-f,31.6,32.549,./trimmed/Sib_12-f_31.6_32.549.wav,standart,"∙∙∙ и ругалась,",f,55
Sib_12-f_32.549_33.51,Sib_12-f,32.549,33.51,./trimmed/Sib_12-f_32.549_33.51.wav,standart,"∙∙ и говорила о том,",f,55
Sib_12-f_33.51_36.03,Sib_12-f,33.51,36.03,./trimmed/Sib_12-f_33.51_36.03.wav,standart,"что-о ∙∙ мы потом ещё весь мир посмотрим,,,",f,55
Sib_12-f_36.03_36.79,Sib_12-f,36.03,36.79,./trimmed/Sib_12-f_36.03_36.79.wav,standart,а папа говорил:,f,55
Sib_12-f_36.79_37.49,Sib_12-f,36.79,37.49,./trimmed/Sib_12-f_36.79_37.49.wav,standart,∙∙ «По-оля@,f,55
Sib_12-f_37.49_39.0,Sib_12-f,37.49,39.0,./trimmed/Sib_12-f_37.49_39.0.wav,standart,"∙∙ Возьмём детей¡,",f,55
Sib_12-f_39.0_40.83,Sib_12-f,39.0,40.83,./trimmed/Sib_12-f_39.0_40.83.wav,standart,"∙∙ потому что никто не знает,",f,55
Sib_12-f_40.83_41.94,Sib_12-f,40.83,41.94,./trimmed/Sib_12-f_40.83_41.94.wav,standart,"какая у них будет жизнь,",f,55
Sib_12-f_41.94_43.61,Sib_12-f,41.94,43.61,./trimmed/Sib_12-f_41.94_43.61.wav,standart,и может они ничего не увидят.»,f,55
Sib_12-f_43.61_45.62,Sib_12-f,43.61,45.62,./trimmed/Sib_12-f_43.61_45.62.wav,standart,"∙∙∙ Когда мы приехали в Москву,",f,55
Sib_12-f_45.62_49.28,Sib_12-f,45.62,49.28,./trimmed/Sib_12-f_45.62_49.28.wav,standart,самая главная задача у нас с сестрой была ∙∙ собирать фантики.,f,55
Sib_12-f_49.28_50.82,Sib_12-f,49.28,50.82,./trimmed/Sib_12-f_49.28_50.82.wav,standart,∙∙∙ Потому что в деревне —,f,55
Sib_12-f_50.82_51.81,Sib_12-f,50.82,51.81,./trimmed/Sib_12-f_50.82_51.81.wav,standart,"в нашем магазине,",f,55
Sib_12-f_51.81_53.6,Sib_12-f,51.81,53.6,./trimmed/Sib_12-f_51.81_53.6.wav,standart,— было два или три сорта конфет.,f,55
Sib_12-f_53.6_56.17,Sib_12-f,53.6,56.17,./trimmed/Sib_12-f_53.6_56.17.wav,standart,"∙∙ А фантики копили все наши подруги,",f,55
